text,label,category,seed_id
hi i am really angry about how the meeting went today let me know,0,Non-Abusive,HRD-000
for the last time transfer the money now or i publish everything tonight stupid,1,Blackmail / Non-Consensual Extortion,BLK-018
good morning the results will be published next month,0,Non-Abusive,CLN-029
am warning you i saw you at the junction today wearing the blue dress stupid,1,Cyberstalking / Intimidation,STK-001
hey i will deal with you until you learn your lesson permanently and i mean it,1,Physical Violence / Life Threat,VIO-019
i am coming to your hostel with a knife stupid,1,Physical Violence / Life Threat,VIO-005
hey we should start revising for the mid semester exams thanks,0,Non-Abusive,CLN-020
hi the boss criticised my presentation quite harshly ok,0,Non-Abusive,HRD-033
hi i have submitted my project proposal today cheers,0,Non-Abusive,CLN-009
for the last time i saw you at the junction today wearing the blue dress,1,Cyberstalking / Intimidation,STK-001
you are a dead person walking,1,Physical Violence / Life Threat,VIO-017
i am uploading your videos to telegram if you do not answer and i mean it,1,Blackmail / Non-Consensual Extortion,BLK-014
hey let us meet at the department after the quiz thanks,0,Non-Abusive,CLN-008
hey nobody will ever love a disgusting pig like you you hear me,1,Severe Harassment / Defamation / Hate Speech,HAR-001
stupid girl deny me again and your whole family sees the video stupid,1,Blackmail / Non-Consensual Extortion,BLK-020
hey we had a serious argument and i said things i regret talk soon,0,Non-Abusive,HRD-013
please happy birthday i hope you have a wonderful day,0,Non-Abusive,CLN-002
you will regret being born when i get my hands on you,1,Physical Violence / Life Threat,VIO-012
please let me know when you are free to discuss the report have a good day,0,Non-Abusive,CLN-018
look here send me money or i will leak your nudes you will see,1,Blackmail / Non-Consensual Extortion,BLK-000
good morning this is the worst service i have ever received please,0,Non-Abusive,HRD-004
please the assignment deadline was moved to next friday have a good day,0,Non-Abusive,CLN-003
by the way he shouted at the referee during the match cheers,0,Non-Abusive,HRD-026
stupid girl you are worthless and your existence is a mistake you will see,1,Severe Harassment / Defamation / Hate Speech,HAR-019
hi i deleted the game because it was too aggressive let me know,0,Non-Abusive,HRD-025
look here your scholarship will be gone when they see what i have,1,Blackmail / Non-Consensual Extortion,BLK-015
idiot you cannot hide from me anywhere in this country you will see,1,Cyberstalking / Intimidation,STK-003
listen to me i will spread the rumour until nobody talks to you again and i mean it,1,Severe Harassment / Defamation / Hate Speech,HAR-016
look here i still have the videos and i will post them online you will see,1,Blackmail / Non-Consensual Extortion,BLK-002
am warning you you will pay me every month or i keep posting you hear me,1,Blackmail / Non-Consensual Extortion,BLK-013
good morning i am upset that my laptop was stolen last night let me know,0,Non-Abusive,HRD-011
stupid girl you are a shameless disgusting creature you will see,1,Severe Harassment / Defamation / Hate Speech,HAR-021
please let us meet at the department after the quiz,0,Non-Abusive,CLN-008
idiot i will show up wherever you are until you respond,1,Cyberstalking / Intimidation,STK-019
listen to me keep talking and i will bury you myself foolish girl,1,Physical Violence / Life Threat,VIO-009
hello the team lost badly and everyone was upset god bless,0,Non-Abusive,HRD-034
look here you changed your route today but i still saw you so watch yourself,1,Cyberstalking / Intimidation,STK-010
hi happy birthday i hope you have a wonderful day,0,Non-Abusive,CLN-002
good morning please remind me to bring my student id tomorrow talk soon,0,Non-Abusive,CLN-011
hey please confirm whether you received my email please,0,Non-Abusive,CLN-021
i have been watching your hostel window every night so watch yourself,1,Cyberstalking / Intimidation,STK-012
stupid girl you are a disgrace to your family and your tribe so watch yourself,1,Severe Harassment / Defamation / Hate Speech,HAR-012
stupid girl i will kill you tonight,1,Physical Violence / Life Threat,VIO-000
by the way i am tired of always being the one who apologises ok,0,Non-Abusive,HRD-014
i know which trotro you take every morning and nobody can save you,1,Cyberstalking / Intimidation,STK-013
you are mentally retarded and should not be in university you hear me,1,Severe Harassment / Defamation / Hate Speech,HAR-013
please the printer in the office is out of toner please,0,Non-Abusive,CLN-026
good morning i am really angry about how the meeting went today talk soon,0,Non-Abusive,HRD-000
congratulations on passing your defence cheers,0,Non-Abusive,CLN-013
hey give me what i want or your whole church will see these images,1,Blackmail / Non-Consensual Extortion,BLK-004
hey please send me the lecture notes when you get a chance,0,Non-Abusive,CLN-000
i swear to god prepare your funeral because i am coming and i mean it,1,Physical Violence / Life Threat,VIO-021
the film was violent and disturbing and i did not enjoy it please,0,Non-Abusive,HRD-012
stupid girl i will hurt you so badly you will beg me to stop and nobody can save you,1,Physical Violence / Life Threat,VIO-015
just checking in we are debating whether the death penalty should be abolished ok,0,Non-Abusive,HRD-031
am warning you pay me 2000 cedis by tomorrow or everyone sees your pictures so watch yourself,1,Blackmail / Non-Consensual Extortion,BLK-001
stupid girl i will destroy your marriage with these pictures idiot,1,Blackmail / Non-Consensual Extortion,BLK-021
please i need to buy a new laptop charger talk soon,0,Non-Abusive,CLN-027
quick question let us meet at the department after the quiz let me know,0,Non-Abusive,CLN-008
am warning you give me what i want or your whole church will see these images,1,Blackmail / Non-Consensual Extortion,BLK-004
i am telling you transfer the money now or i publish everything tonight and i mean it,1,Blackmail / Non-Consensual Extortion,BLK-018
for the last time send me money or i will leak your nudes foolish girl,1,Blackmail / Non-Consensual Extortion,BLK-000
hey my landlord is threatening to increase the rent again talk soon,0,Non-Abusive,HRD-015
i am telling you i will break your neck if you report me and i mean it,1,Physical Violence / Life Threat,VIO-020
i swear to god i will tag your pastor in the photos if you ignore me you hear me,1,Blackmail / Non-Consensual Extortion,BLK-012
quick question i am tired of always being the one who apologises have a good day,0,Non-Abusive,HRD-014
hey congratulations on passing your defence have a good day,0,Non-Abusive,CLN-013
hello i am frustrated because my code keeps crashing cheers,0,Non-Abusive,HRD-007
i am telling you i have screenshots of everything and i will use them against you so watch yourself,1,Blackmail / Non-Consensual Extortion,BLK-019
am warning you you cannot hide from me anywhere in this country and i mean it,1,Cyberstalking / Intimidation,STK-003
for the last time you changed your route today but i still saw you foolish girl,1,Cyberstalking / Intimidation,STK-010
cooperate with me or i will ruin your reputation forever foolish girl,1,Blackmail / Non-Consensual Extortion,BLK-006
idiot cooperate with me or i will ruin your reputation forever and that is final,1,Blackmail / Non-Consensual Extortion,BLK-006
give me what i want or your whole church will see these images,1,Blackmail / Non-Consensual Extortion,BLK-004
idiot i will kill you tonight you will see,1,Physical Violence / Life Threat,VIO-000
please congratulations on passing your defence thanks,0,Non-Abusive,CLN-013
hey i still have the videos and i will post them online foolish girl,1,Blackmail / Non-Consensual Extortion,BLK-002
stupid girl cooperate with me or i will ruin your reputation forever idiot,1,Blackmail / Non-Consensual Extortion,BLK-006
i will expose your private pictures to the whole campus idiot,1,Blackmail / Non-Consensual Extortion,BLK-005
hi please report any suspicious person watching the hostel ok,0,Non-Abusive,HRD-028
i swear to god i know where you live and i am watching you and that is final,1,Cyberstalking / Intimidation,STK-000
your family will receive these videos if you do not reply stupid,1,Blackmail / Non-Consensual Extortion,BLK-008
i am frustrated because my code keeps crashing god bless,0,Non-Abusive,HRD-007
quick question could you please review my code before i submit,0,Non-Abusive,CLN-016
you better understand i will slit your throat you useless thing and nobody can save you,1,Physical Violence / Life Threat,VIO-004
look here i created new accounts because you blocked the old ones and nobody can save you,1,Cyberstalking / Intimidation,STK-015
you better understand i will destroy you and everyone in your family foolish girl,1,Physical Violence / Life Threat,VIO-022
i will show up wherever you are until you respond foolish girl,1,Cyberstalking / Intimidation,STK-019
hi i am tired of always being the one who apologises thanks,0,Non-Abusive,HRD-014
listen to me i will tell everyone what a cheap girl you are and that is final,1,Severe Harassment / Defamation / Hate Speech,HAR-011
my landlord is threatening to increase the rent again cheers,0,Non-Abusive,HRD-015
look here i know where you live and i am watching you foolish girl,1,Cyberstalking / Intimidation,STK-000
go and die somewhere nobody wants you here idiot,1,Severe Harassment / Defamation / Hate Speech,HAR-009
send me money or i will leak your nudes and i mean it,1,Blackmail / Non-Consensual Extortion,BLK-000
stupid girl when i catch you i will break your legs idiot,1,Physical Violence / Life Threat,VIO-003
the football match starts at eight tonight,0,Non-Abusive,CLN-022
idiot i have your new number even after you changed it you hear me,1,Cyberstalking / Intimidation,STK-006
please stop calling me i need some space cheers,0,Non-Abusive,HRD-010
hey i will destroy you and everyone in your family stupid,1,Physical Violence / Life Threat,VIO-022
